fft,1653294619.2271411,create,
dedup,1653294619.2539022,create,
ferret,1653294619.2814567,create,
freqmine,1653294619.3101385,create,
canneal,1653294619.3371968,create,
blackscholes,1653294619.3649032,create,
ferret,1653294619.5632505,start,
ferret,1653294672.8810925,update,2-3
ferret,1653294673.9687364,update,1-2-3
ferret,1653294675.0421689,update,2-3
ferret,1653294676.130173,update,1-2-3
ferret,1653294677.179721,update,2-3
ferret,1653294678.2625308,update,1-2-3
ferret,1653294679.3542707,update,2-3
ferret,1653294680.4407787,update,1-2-3
ferret,1653294681.4906745,update,2-3
ferret,1653294682.5603402,update,1-2-3
ferret,1653294702.7522318,update,2-3
ferret,1653294703.8427434,update,1-2-3
ferret,1653294704.8928487,update,2-3
ferret,1653294705.9729145,update,1-2-3
ferret,1653294707.0399737,update,2-3
ferret,1653294709.1404734,update,1-2-3
ferret,1653294710.1841342,update,2-3
ferret,1653294711.2544456,update,1-2-3
ferret,1653294732.406453,update,2-3
ferret,1653294733.4865508,update,1-2-3
ferret,1653294734.5446234,update,2-3
ferret,1653294735.6346483,update,1-2-3
ferret,1653294736.6889174,update,2-3
ferret,1653294737.7626283,update,1-2-3
ferret,1653294738.832148,update,2-3
ferret,1653294739.904017,update,1-2-3
ferret,1653294740.9842436,update,2-3
ferret,1653294742.0703676,update,1-2-3
ferret,1653294751.1723628,update,2-3
ferret,1653294752.2440102,update,1-2-3
ferret,1653294772.388373,update,2-3
ferret,1653294773.4645822,update,1-2-3
ferret,1653294774.5311866,update,2-3
ferret,1653294775.6122532,update,1-2-3
ferret,1653294776.6963603,update,2-3
ferret,1653294777.7724872,update,1-2-3
ferret,1653294778.8282084,update,2-3
ferret,1653294779.9124277,update,1-2-3
ferret,1653294780.992041,update,2-3
ferret,1653294782.0787146,update,1-2-3
ferret,1653294783.1362488,update,2-3
ferret,1653294784.229641,update,1-2-3
ferret,1653294785.2801251,update,2-3
ferret,1653294786.347775,update,1-2-3
ferret,1653294787.4068904,update,2-3
ferret,1653294788.4944324,update,1-2-3
ferret,1653294789.5684347,update,2-3
ferret,1653294790.646615,update,1-2-3
ferret,1653294802.756336,update,2-3
ferret,1653294803.8581312,update,1-2-3
ferret,1653294804.9327025,update,2-3
ferret,1653294806.0065997,update,1-2-3
ferret,1653294807.1065254,update,2-3
ferret,1653294808.1883085,update,1-2-3
ferret,1653294809.2537358,update,2-3
ferret,1653294810.33462,update,1-2-3
ferret,1653294811.3886878,update,2-3
ferret,1653294812.4543185,update,1-2-3
ferret,1653294831.6328351,update,2-3
ferret,1653294833.725217,update,1-2-3
ferret,1653294834.8206348,update,2-3
ferret,1653294836.9081874,update,1-2-3
ferret,1653294837.9808607,update,2-3
ferret,1653294840.0644593,update,1-2-3
ferret,1653294841.1760018,update,2-3
ferret,1653294842.254327,update,1-2-3
ferret,1653294902.5608838,update,2-3
ferret,1653294903.652816,update,1-2-3
ferret,1653294904.716653,update,2-3
ferret,1653294905.8064463,update,1-2-3
ferret,1653294906.8903158,update,2-3
ferret,1653294907.9798253,update,1-2-3
ferret,1653294909.042454,update,2-3
ferret,1653294910.1285822,update,1-2-3
ferret,1653294911.2322493,update,2-3
ferret,1653294912.2982264,update,1-2-3
ferret,1653294922.5004325,update,2-3
ferret,1653294924.5843794,update,1-2-3
ferret,1653294925.6483831,update,2-3
ferret,1653294927.736495,update,1-2-3
ferret,1653294928.8323395,update,2-3
ferret,1653294930.9164007,update,1-2-3
ferret,1653294932.0324602,update,2-3
ferret,1653294933.1062267,update,1-2-3
ferret,1653294939.2004752,update,2-3
ferret,1653294940.2706225,update,1-2-3
ferret,1653294941.3324332,update,2-3
ferret,1653294942.4104695,update,1-2-3
ferret,1653294962.559945,update,2-3
ferret,1653294963.6413417,update,1-2-3
ferret,1653294964.7060225,update,2-3
ferret,1653294965.7846112,update,1-2-3
ferret,1653294966.8824036,update,2-3
ferret,1653294967.9583695,update,1-2-3
ferret,1653294969.031691,update,2-3
ferret,1653294970.121558,update,1-2-3
ferret,1653294971.2021368,update,2-3
ferret,1653294972.2845805,update,1-2-3
ferret,1653294980.386805,update,2-3
ferret,1653294981.4506893,update,1-2-3
ferret,1653294992.5643713,update,2-3
ferret,1653294993.6404626,update,1-2-3
ferret,1653295011.7807875,update,2-3
ferret,1653295013.8726768,update,1-2-3
ferret,1653295014.9327033,update,2-3
ferret,1653295016.0085547,update,1-2-3
ferret,1653295017.072821,update,2-3
ferret,1653295019.1901503,update,1-2-3
ferret,1653295020.2723825,update,2-3
ferret,1653295021.3502166,update,1-2-3
ferret,1653295064.604493,update,2-3
ferret,1653295065.7149332,update,1-2-3
ferret,1653295070.7844453,update,2-3
ferret,1653295071.8785112,update,1-2-3
ferret,1653295072.9519658,update,2-3
ferret,1653295074.0365288,update,1-2-3
ferret,1653295075.117028,update,2-3
ferret,1653295076.200738,update,1-2-3
ferret,1653295077.2687175,update,2-3
ferret,1653295078.35411,update,1-2-3
ferret,1653295079.4720635,update,2-3
ferret,1653295080.5482097,update,1-2-3
ferret,1653295081.606563,update,2-3
ferret,1653295082.6930695,update,1-2-3
ferret,1653295091.7926571,update,2-3
ferret,1653295093.8848383,update,1-2-3
ferret,1653295094.9889307,update,2-3
ferret,1653295097.0804298,update,1-2-3
ferret,1653295098.1429443,update,2-3
ferret,1653295099.2244346,update,1-2-3
ferret,1653295100.4047415,update,2-3
ferret,1653295102.4992757,update,1-2-3
ferret,1653295103.560508,update,2-3
ferret,1653295104.646472,update,1-2-3
ferret,1653295105.696523,update,2-3
ferret,1653295106.78672,update,1-2-3
ferret,1653295107.8443482,update,2-3
ferret,1653295108.9223523,update,1-2-3
ferret,1653295109.9964159,update,2-3
ferret,1653295111.0864296,update,1-2-3
ferret,1653295127.1615162,exit,
freqmine,1653295127.4216971,start,
dedup,1653295127.7226493,start,
freqmine,1653295127.769287,update,2-3
dedup,1653295127.8260157,update,2-3
freqmine,1653295128.9124138,update,1-2-3
dedup,1653295128.9842997,update,1-2-3
freqmine,1653295142.1022542,update,2-3
dedup,1653295142.1770344,update,2-3
freqmine,1653295143.258468,update,1-2-3
dedup,1653295143.325348,update,1-2-3
freqmine,1653295144.3827157,update,2-3
dedup,1653295144.4408731,update,2-3
freqmine,1653295145.5082176,update,1-2-3
dedup,1653295145.559676,update,1-2-3
freqmine,1653295146.618919,update,2-3
dedup,1653295146.6763856,update,2-3
freqmine,1653295147.7568474,update,1-2-3
dedup,1653295147.8186169,update,1-2-3
freqmine,1653295148.8903878,update,2-3
dedup,1653295148.9446318,update,2-3
freqmine,1653295150.020864,update,1-2-3
dedup,1653295150.0727067,update,1-2-3
freqmine,1653295151.1368876,update,2-3
dedup,1653295151.209238,update,2-3
freqmine,1653295152.2742696,update,1-2-3
dedup,1653295152.3801196,update,1-2-3
freqmine,1653295172.5508273,update,2-3
dedup,1653295172.6347413,update,2-3
freqmine,1653295173.7084477,update,1-2-3
dedup,1653295173.771788,update,1-2-3
freqmine,1653295174.8513951,update,2-3
dedup,1653295174.9084384,update,2-3
freqmine,1653295175.9904876,update,1-2-3
dedup,1653295176.0501256,update,1-2-3
freqmine,1653295177.1247563,update,2-3
dedup,1653295177.1921802,update,2-3
freqmine,1653295178.3025668,update,1-2-3
dedup,1653295178.3867564,update,1-2-3
freqmine,1653295179.4914882,update,2-3
dedup,1653295179.5723517,update,2-3
freqmine,1653295180.6565425,update,1-2-3
